Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Propitiate,verb,proh pih shee ayt,"win or regain the favor of (a god, spirit, or person) by doing something that pleases them","Because their gods were angry and vengeful, the Vikings propitiated them with many sacrifices",appease; conciliate; mollify pacify; placate,1
Propitious,adj,pro pi tious,giving or indicating a good chance of success; favorable,The timing for such a meeting seemed propitious,favorable; auspicious; promising; providential; advantageous; fortunate; lucky; optimistic; hopeful,1
Propriety,noun,pruh prie uh tee,the quality of behaving in a proper manner; obeying rules and customs,"The aristocracy maintained a high level of propriety, adhering to even the most minor social rules",appropriateness; decency; decorum; modesty,1
Prosaic,adj,pro sa ic,"DULL, UNIMAGINATIVE : Everyday, Ordinary","For the most part, the descriptions of the books listed in the ""Catalog,"" though informative, are relentlessly prosaic, even hackneyed",average; common; commonplace; everyday; normal; ordinary; routine; standard; unexceptional; unremarkable; usual; workaday,1
Provocative,adj,pro voc a tive,"causing annoyance, anger, or another strong reaction, especially deliberately",A provocative article,annoying; irritating; exasperating; infuriating; provoking; maddening; vexing; galling,1
Proximal ,adj,prox i mal,"situated close to; proximate; next to or nearest the point of attachment or origin, a central point, or the point of view","These range from random chance to more proximal causes, like specific weather patterns that promote drought or floods",adjacent; adjoining; immediate; nearby; neighboring,1
Prudence,noun,PROO-dəns,"the quality of being cautious, circumspect, and wise in making decisions and taking action. It involves using good judgment and foresight to avoid unnecessary risks or harm",Sarah showed prudence by saving her money for emergencies rather than spending it on frivolous items,caution; discretion; circumspection; care; carefulness; wariness; forethought; judiciousness; wisdom; providence,1
Pseudo,adj,su do,being apparent rather than actually as stated,Other recent polls have indicated that public belief in things like conspiracy theories or other pseudo-scientific phenomena are equally prevalent.,affected; artificial; assumed; bogus; fake; false; mock; simulated; spurious,1
Pseudologist,noun,sue dologist,one who utters falsehoods; a liar,Working with the pseudologiest was difficult,liar,1
Puerile,adj,pyoo ruhl,"childish, immature, or silly",Olivia's boyfriend's puerile antics are really annoying; sometimes he acts like a five-year-old,infantile; jejune; juvenile,1
Pugilism,noun,pyoo juhl ih suhm,boxing,Pugilism has been defended as a positive outlet for aggressive impulses,fighting; sparring,1
Pulchritude,noun,puhl kruh tood,beauty,"The mortals gazed in admiration at Venus, stunned by her incredible pulchritude",comeliness; gorgeousness; handsomeness; loveliness; prettiness,1
Pungent,adj,puhn juhnt,sharp and irritating to the sense,The smoke from the burning tires was extremely pungent,acrid; caustic; piquant; poignant; stinging,1
Purport,verb,pur port,"to have the often specious apperance of being, intending, or claiming (something impied or inferred)","do you purport to spend the rest of your life on that couch, or do you think you might get a job someday?",aim; allow; aspire; calculate; contemplate; design; intend; look; mean; meditate; plan; propose; purpose,1
Purview,noun,pur view,the scope of the influence or concerns of something,Such a case might be within the purview of the legislation,acumen; attention; awareness; cognizance; grasp; horizon; knowledge; picture; range; reach; scope; vision,1
Pusillanimous,adj,pyoo suh laa nih muhs,cowardly; without courage,The pusillanimous man would not enter the yard where the miniature poodle was barking,cowardly; timid,1
Quagmire,noun,quag mire,"soft miry land that shakes or yields under the foot; a difficult, precarious, or entrapping position","As early as 1945, Hooker employees had warned that the site could become a legal quagmire",bind; box; catch-22; corner; dilemma; impasse; pickle; predicament,1
Quantized,verb,KWAN-tized,to restrict a variable or quantity to a discrete set of values,"In quantum mechanics, energy levels of electrons in atoms are quantized",discretized; digitalized; granulated,1
Querulous,adj,kwehr yoo luhs,inclined to complain; irritable,Curtis's complaint letter received prompt attention after the company labeled him a querulous potential troublemaker,peevish; puling; sniveling; whiny,1
Quibble,verb,quib ble,argue or raise objections about a trivial matter,They are always quibbling about the amount they are prepared to pay,bicker; carp; spar; squabble; wrangle,1
Quiescent,adj,kwie eh sihnt,motionless,"Many animals are quiescent over the winter months, minimizing activity in order to conserve energy.",dormant; latent,1
Quintessence,noun,quin tes sence,the most perfect or typical example of a quality or class,He was the quintessence of political professionalism,exemplar; prototype; perfect; example; stereotype; picture; epitome; embodiment; personification; paragon; ideal,1
Quip,noun,kwip,a clever usually taunting remark: Gibe,They traded quips over a beer,banter; chaff; fool; fun; gag; jape; joke; josh; kid; wisecrack,1
Quixotic,adj,kwihk sah tihk,overly idealistic; impractical,The practical Danuta was skeptical of her roommate's quixotic plans to build a roller coaster in their yard,capricious; impulsive; romantic; unrealistic,1
Quotidian,adj,kwoh-TID-ee-un,"daily or commonplace, referring to things that are ordinary or occur regularly","Despite the quotidian routine of his job, he found pleasure in the small things, like his morning coffee",ordinary; mundane; routine; everyday; commonplace; usual,1
Raconteur,noun,rah-kon-tuhr,"witty, skillful storyteller",The raconteur kept all the passengers entertained with his stories during the six-hour flight,anecdotalist; monologist,1
Rambunctious,adj,ruhm-buhngk-shuhs,"someone who is uncontrollably exuberant and boisterous, or lively and noisy in a disruptive way","that beach is often taken over by packs of rambunctious young people, so don't go there expecting peace and quiet",boisterous; knockabout; raucous; robustious; rollicking; rowdy,1
Rampart,noun,ram part,"a defensive wall of a castle or walled city, having a broad top with a walkway and typically a stone parapet","The new city formed a rectangle, enclosed by a colossal mud rampart, the longer sides of which ran north and south",embankment; parapet; battlement; stockade; fortification,1
Ransack,verb,ran sack,go hurriedly through (a place) stealing things and causing damage,Burglars ransacked her home,plunder; pillage; steal from; raid; rob; loot; rifle; rifle; sack; strip; denude,1
Rarefy,verb,rar-uh-fahy,"make something less dense or more thin, especially by removing particles or compressing it","Since the atmosphere rarefies as altitudes increase, the air at the top of very tall mountains is too thin to breathe",thin; attenuate; dilute; reduce; lesson,1
Ratiocination,noun,ra ti o ci na tion,the process of exact thinking; reasoning,"As an expert in ratiocination, the detective Sherlock Holmes has few rivals",intellection; logic; reason; reasoning; sense,1
Recidivism,noun,ri-si-di-viz-uhm,a tendency to relapse into a previous condition or mode of behavior; especially: relapse into criminal behavior,The high rate of recidivism among parolees has been a persistent challenge for the criminal justice system,backsliding; relapse; decadence; declension; decline; descent; fall; recession; regression,1
Reciprocity,noun,rec i proc i ty,"the quality or state of being reciprocal: mutual dependence, action, or influence",Grownups know that little things matter … and that relationships are based on respect and reciprocity.,collaboration; mutualism; symbiosis; chime; comity; compatibility; concord; harmony; peace; agreement; unanimity; connection; rapport,1
Rectitude,noun,rec ti tude,moral integrity; righteousness,"But as piqued as tensions were, Cameron radiated confidence and a bedrock belief in the rectitude of the law.",character; decency; goodness; honesty; integrity; morality; probity; righteousness; rightness; uprightness; virtue; virtuousness,1
Redress,noun,rih drehs,relief from wrong or injury,"Seeking redress for the injuries she had received in the accident, Doreen sued the driver of the truck that had hit her",amends; indemnity; quittance; reparation; restitution,1
Referendum,noun,ref er en dum,the principle or practice of submitting to popular vote a measure passed on or proposed by a legislative body or by popular initiative,The issue was decided by referendum.,ballot; vote; blackball; ticket,1
Reiterate,verb,re it er ate,"say something again or a number of times, tipically for emphasis or clarity",She reiterated that the administration would remain steadfast in its support,repeat; say again; restate; retell; recapitulate,1
Rejoinder,noun,rih joyn duhr,"response; a reply, especially a sharp or witty one","Patrick tried desperately to think of a clever rejoinder to Marianna's joke, but he couldn't ",retort; riposte; comeback,1
Remedial,adj,re me di al,intended as a remedy,Thirty percent of the new students need remedial classes in math.,amendatory; corrective; rectifying; reformative; remedying,1
Remiss,adj,re miss,lacking care or attention to duty; negligent,It would be very remiss of me not to pass on that information,negligent; neglectful; irresponsible; careless; thoughtless; unthinking; slack; forgetful; inattentive,1
Remit,verb,re mit,cancel or refrain from exacting or inflicting (a debt or punishment),The excess of the sentence over 12 months was remitted,cancel; set aside; revoke; repeal; rescind; abrogate; suspend,1
Remuneration,noun,re mu ner a tion,money paid for work or a service,They work in excess of their contracted hours for no additional remuneration,payment; pay; salary; wages,1
Rendezvous,noun,ron day voo,"a meeting at an agreed upon time and place, typically between two people","But last July's rendezvous between the space shuttle Atlantis and the Russian Mir space station took place in a brand-new climate: the cold war is over, and budgets on both sides of the world are tight",hangout; haunt; purlieu; resort; stomping ground,1
Repast,noun,rih paast,meal or mealtime,Ravi prepared a delicious repast of chicken tikka and naan,banquet; feast,1
Replete,adj,rih pleet,abundantly supplied; complete,The gigantic supermarket was replete with consumer products of every kind,abounding; full,1
Repose,noun,rih pohz,relaxation; leisure,"After working hard every day in the busy city, Mike finds his repose on weekends playing golf with friends",calmness; tranquility,1
Reprise,noun,re prise,"a recurrence, renewal, or resumption of an action",They ended their performance with a reprise of the opening number,duplication; iteration; redo; reduplication; reiteration; renewal; repeat; repetition; replay; replication,1
Repudiate,verb,ri-pyoo-dee-eyt,"to reject, disavow, or deny the validity of something or someone",The politician was forced to repudiate his previous statements after they were discovered to be false.,deny; disavow; disclaim; disown; renounce,1
Requite,verb,rih kwiet,to return or replay,"Thanks for offering to lend me $1,000, but I know I'll never be able to requite your generosity",compensate; reciprocate,1
Rescind,verb,ri-sind,"to revoke, cancel, or repeal a law, order, or agreement",The company decided to rescind its offer of employment due to the candidate's failed background check,repeal; revoke; cancel; annul; void; withdraw; retract,1
Resile,verb,re zil,abondon a position or a course of action,Can he resile from the agreement?,recant; retract; abjure; reject; disavow,1
Restive,adj,reh stihv,"impatient, uneasy, or restless",The passengers became restive after having to wait in line for hours and began to shout complaints at the airline staff,agitated; anxious; fretful,1
Resurrection,noun,res ur rec tion,the state of one risen from the dead,He was enjoying the resurrection of his career,reanimation; rebirth; regeneration; renewal; revivial,1
Reticent,adj,reh tih suhnt,silent; reserved,"Physically small and verbally reticent, Joan Didion often went unnoticed by those she was reporting upon",cool; introverted; laconic; standoffish; taciturn; undemonstrative,1
Retrograde,adj,re tro grade,"moving, occurring, or performed in a backward direction",A retrograde policy that would leave more people poorer than they are now,backward; rearward; atrophy; decline; crumble; decay; degenerate; devolve; regress; worsen; sink,1
Retronym,noun,ret ro nym,"a term (such as analog watch, film camera, or snail mail) that is newly created and adopted to distinguish the original or older version, form, or example of something (such as a product) from other, more recent versions, forms, or examples","Consider reduplicated retronyms; first came paperback book, differentiated from a book with a cloth or leather binding, provoking the retronym hardcover book",retronym,1
Reverberate,verb,re ver ber ate,(of a loud noise) be repeated several times as an echo,Her deep booming laugh reverberated around the room,resound; echo; re-echo; resonate; pulsate; vibrate; ring; rumble; pound; thump,1
Revered,adj,re vered,regarded with reverence; regarded as worthy of great honor and respect,"As the revered scientist passed away, the scientific community mourned the loss of his contributions to the field of physics",hallowed; reverend; sacred; venerable; venerated,1
Reverie,noun,rev-uh-ree,a state of being pleasantly lost in one's thoughts or daydreams,"As she sat by the window watching the rain, she drifted off into a reverie about her childhood memories",daydreaming; fantasy; meditation; trance,1
Rhetoric,noun,reh tuhr ihk,"language designed to have a persuasive or impressive effect on its audience, but often regarded as lacking in sincerity or meaningful content; effective writing or speaking","""The scientist's rhetoric in the research paper was clear and concise, making the complex findings accessible to a wider audience",eloquence; oratory,1
Rhetorical Analysis,noun,reh tuhr ihkal,"an essay that breaks a work of non-fiction into parts and then explains how the parts work together to create a certain effect--wither to persuade, entertain or inform","She considered all elements of the rhetorical situation--the audience, purpose, medium, and context--during her rhetorical analysis",essay critique; Aristotle's Rhetoric,1
Rhetorical Triangle,noun,reh tuhr ihkal,"reference to the three rhetorical appeals identified by Aristotle: ethos, pathos and logos.",She used the rhetorical triangle to create her persuasive argument.,ethos; pathos; logos,1
Ribald,adj,rih buhld,humorous in a vulgar way,The court jester's ribald brand of humor delilghted the rather uncouth king,coarse; gross; indelicate; lewd; obscene,1
Rife,adj,rif,prevalent especially to an increasing degree,Speculation about who would be fired ran rife for weeks.,abounding; abundant; flush; fraught; replete; thick; ,1
Riviting,adj,RIV-it-ing,holding one's attention completely; fascinating; enthralling,The novel was so riveting that I stayed up all night reading it,captivating; spellbinding; gripping; absorbing; engrossing,1
Rococo,adj,ruh koh koh,very highly ornamented; relating to an 18th century artistic style of elaborate ornamentation,The ornate furniture in the house reminded Tatiana of the rococo style ,intricate; ornate,1
Rue,verb,ru,"to feel penitence, remorse, or regret for",He must be ruing his decision now.,bemoan; deplore; lament; regret; repent,1
Rural,adj,rur el,"of or relating to the country, country people or life, or agriculture",Grew up in a rural community where more than half the people were farmers,bucolic; country; pastoral; rustic; rustical,1
Rustic,adj,ruh stihk,rural; ralating to the countryside,The rustic cabin was an ideal setting for a vacation in the country,bucolic; pastoral,1
Sacrosanct,adj,saa kroh saankt,extremely sacred; beyond criticism,Many people considered Mother Teresa to be sacrosanct and would not tolerate any criticism of her,holy; inviolable; off-limits,1
Sagacious,adj,suh gay shuhs,shrewd; wise,"Owls have a reputation for being sagacious, perhaps because of their big eyes, wihch resemble glasses",astute; judicious; perspicacious; sage; wise,1
Salable,adj,sale able,fit or able to be sold,We'll have to repaint the house for it to be salable,marketable; merchantable; sellable,1
Salacious,adj,sa la cious,arousing or appealing to sexual desire or imagination,"Since making his allegations in late July, Sullivan has slowly trickled out more of the meeting's salacious details to the public, including derogatory terms Bonnen used to refer to some of his House colleagues",concupiscent; horny; hot; hypersexual; itchy; lewd; lustful; oversexed; passionate; wanton,1
Salient,adj,say lee uhnt,prominent; of notable significance,His most salient characteristic is his tendency to dominate every conversation,marked; noticeable; outstanding,1
Salubrious,adj,suh loo bree uhs,healthful; (of a place) pleasant; not run-down,"Rundown and sickly, Rita hoped that the fresh mountain air would have a salubrious effect on her health",bracing; curative; medicinal; therapeutic; tonic,1
Sanctimonious,adj,sanc ti mo ni ous,making a show of being morally superior to other people,What happened to all the sanctimonious talk about putting his family first?,self-righteous; holier-than-thou; churchy; pious; smug; superior; hypocritical; insincere,1
Sanguine ,adj,san gwen,"optimistic or positive, especially in an apparently bad or difficult situation","sanguine person thinks the glass is half full, whereas a depressed person thinks it's half empty",confident; hopeful; positive; rosy; rubicund; ruddy,1
Sanguineous,adj,san guin eous,"of, relating to, or involving bloodshed","In the sanguineous culter of ancient Sparta, military glory was prized above all else",bloodthirsty; bloody; bloody-minded; homicidal; murdering; murderous; sanguinary; sanguine,1
Sardonic,adj,sahr dah nihk,cynical; scornfully mocking,Isabella was offended by the sardonic way in which her date made fun of her ideas and opinions,acerbic; caustic; sarcastic; satirical; snide,1
Sartorial,adj,sar to ri al,of or related to a tailor or tailored clothes; of or relating to clothes,They accused him of having poor sartorial taste.,vestiary; zooty; elegant; flashy; impeccable; sharp; stylish,1
Satiate,verb,say shee ayt,to satisfy fully or overindulge,His desire for power was so great that nothing less than complete control of the country could satiate it,cloy; glut; gorge; surfeit,1
Schadenfreude,noun,scha den freu de,enjoyment obtained from the troubles of others,"That's a rarity for reality television, a genre that has historically sacrificed the devastated for a delicious bit of schadenfreude.",pleasure; delight; kick; satisfaction; excitement; anticipation; enthusiasm; ecstasy; wonder,1
Schism,noun,si zem,"DIVISION, SEPARATION; also : DISCORD, DISHARMONY","Reflecting on the experience, Gaither lamented the schism between political parties and social divides.",conflict; disaccord; discord; dissent; dissonance; division; strife; war,1
Sciential,adj,sigh en tial,relating to or producing knowledge or science; having efficient knowledge,"So, the key point to thoroughly solve the sustainable development problem is the restructure of a sciential and sustainable economic theory",learned; skilled; aware; acquainted; experienced; knowing; read; informed; well-informed; well-read; scholary,1
Scintilla,noun,sin-TIL-uh,"A tiny or trace amount; a minute particle, spark or trace",The professor couldn't find a scintilla of evidence to support the student's thesis,iota; shred; speck; trace; crumb; morsel,1
Scrutinize,verb,scru ti nize,examine or inspect closely and thoroughly,Customers were warned to scrutinize the small print,inspect; survey; can; study; peruse,1
Sea Anemone,noun,ah neh mah knee,"any of numerous usually solitary anthozoan polyps (order actiniaria) whose form, bright and varied colors, and cluster of tentacles superficially resemble a flower","Instead, the cause of the rashes is sea anemone larvae, which pass along the northeastern shores at different times each year, only occasionally lining up with swimming season",a ne ma ne,1
Sedition,noun,sih dih shuhn,behavior that promotes rebellion or civil disorder against the state,Li was arrested for sedition after he gave a fiery speech in the main square,conspiracy; insurrection,1
Sedulous,adj,sed u lous,(of a person or action) showing dedication and diligence,He watched himself with the most sedulous care,diligent; careful; meticulous; thorough; attentive; industrious; elaborate; correct,1
Semblance,noun,sem blents,outward and often specious appearance or show,Tried to project some semblance of confidence even though public speaking terrified her,act; airs; charade; disguise; front; guise; pose; pretense; show,1
Seminal,adj,seh men all,"(of a work, event, moment, or figure) strongly influencing later developments","News broke on Thursday, October 25, that a remake of the seminal nineties movie Clueless is currently in development",creative; original; seed; influential; critical; fundamental; important; primary,1
Sempiternal,adj,sem-pi-tur-nl,eternal and unchaning; everlasting,His writings have the sempiternal youth of poetry,abiding; ageless; always; amaranthine; boundless; ceaseless; constant; continual; dateless; everlasting;immortal,1
Senescence,noun,se nes cence,the state of being old; the process of becoming old,"Over time, as animals age, more and more cells enter senescence, a process that's thought to contirbute to aging",age; agedness; ancientness; elderliness; maturity,1
Sentient,adj,sehn shuhnt,aware; conscious; able to perceive ,"The anesthetic didn't work, and I was still sentient when the dentist started drilling",feeling; intelligent; thinking ,1
Sentiment,noun,sen-tuh-muhnt,a feeling or an emotion that is experienced and expressed by an individual or a group of people. It can also refer to an opinion or a view held by someone about a particular topic or issue,The sentiment of the crowd at the concert was one of excitement and anticipation,feeling; emotion; view; opinion; attitude; mood; spirit,1
Seraphic,adj,seh rah fihk,angelic; sweet,"Selena's seraphic appearance belied her nasty, bitter personality",cherubic; heavenly,1
Seriatim,adj,seri a tum,in a series,It is proposed to deal with these matters seriatim,back-to-back; consecutively; sequentially; successionally; successively; together,1
Shill,verb,shil,to act as a spokesperson or promoter,"March 30, 2020 × Ads shilling credit programs, or programs to get creditors off your back, also appear more plentiful — which makes sense given the economic fears and realities unleashed by the coronavirus.",front; promoter; spokesmodel; spokeswoman; communicator; sayer; talker; mouth; mouthpiece; prophet; speaker; spokesman; agent; delegate,1
Sinecure,noun,SIN-uh-kyoor,"a position that requires little or no work but provides a salary or other benefits. In other words, it is a job or position that involves little or no actual work but provides financial or other benefits","The company's board of directors created a sinecure position for the retiring CEO, which included a large salary and benefits package even though the CEO did not have any actual responsibilities",cushy job; no-show job; easy job; soft job; plum job; gravy train; free ride,1
Sinuous,adj,sin u ous,of a serpentine or wavy form; winding,the river flowed in a sinuous path through the lush valley,bending; crazy; crooked; curling; curved; curvy; devious; serpentine; tortuous; twisting; winding; windy,1
Slake,verb,slayk,to calm down or moderate,"In order to slake his curiousity, Bryan finally took a tour backstage at the theater",moderate; quench; satisfy,1
Slough,noun,slu,a place of deep mud or mire : SWAMP,The psychologist is working with me to slough negative behaviors from my life,bog; fen; marsh; marshland; swamp; wetland; exfoliate; molt; shed; clump; lumber; plod; scuff; shuffle; stomp; tramp; trudge,1
Smite,verb,smite,to strike sharply or heavily especially with the hand or an implement held in the hand,The harshest critics likened lusting after #IceBae to being smitten with a concentration camp guard,bang; bash; bludgeon; clip; hammer; pound; punch; swat; thwack; whale,1
Smithereens,noun,smith er eens,"fragments, bits",The house was blown to smithereens by the explosion,chip; flake; fragment; shard; shiver; sliver; shred,1
Sobriquet,noun,soh brih keht,nickname,"One of Ronald Reagan's sobriquets was ""The Gipper.""",alias; pseudonym,1
Sodden,adj,sod den,"saturated with liquid, especially water, soaked through",His clothes were sodden,soaking; soaking wet; soaked; soaked through; wet through,1
Solace,noun,SO-lis,comfort or relief in a time of distress or sadness. It can also mean a source of comfort or consolation,"After a long and difficult day at work, Jane found solace in a warm bath and a good book",comfort; consolation; relief; support; ease; reassurance; succor; cheer; tranquility,1
Solecism,noun,sah lih sishz uhm,grammatical mistake; blunder in speech,"""I ain't going with you,"" she said, obviously unaware of her solecism",blooper; faux pas; vulgarism,1
Solstice,noun,soul stis,"either of the two times in the year, the summer solstice and the winter solstice, when the sun reaches its highest or lowest point in the sky at noon, mared by the longest and shortest days","Today is the summer solstice, aka the first day of summer and the longest day of the year",ceiling; crest; elevation; extent; peak; pinnacle; prominence; stature,1
Soporific,adj,sahp uhr ihf ihk,causing sleep or lethargy,The movie proved to be so soporific that soon loud snores were heard throughout the cinema,hypnotic; narcotic; slumberous; somnolent,1
Sordid,adj,sore did,dirty or squalid,The story paints a sordid picture of bribes and scams,dirty; sleazy; seamy; tawdry; cheap; filthy; grimy,1
Spartan,adj,spahr tihn,highly self-disciplined; frugal; austere,"When he was in training, the athlete preferred to live in a Spartan room, so he could shut out all distractions",restrained; simple,1
Specious,adj,spee shuhs,deceptively attractive; seemingly plausible but fallacious,"The student's specious excuse for being late sounded legitimate, but was proved otherwise when his teacher called his home",illusory; ostensible; plausible; sophistic; spurious,1
Speculate,verb,spekye lat,form a theory or conjecture about a subject without firm evidence,My colleagues speculate about my private life,conjecture; theorize; hypothesize; postulate; guess; surmise,1
Spoonerism,noun,SPOO-nuh-riz-uhm,"an error in speech or deliberate play on words in which corresponding consonants, vowels, or morphemes are switched (e.g., ""belly jeans"" instead of ""jelly beans"")","The comedian's spoonerism, ""You have hissed all my mystery lectures, and were caught fighting a liar in the quad; having tasted two worms, you will leave by the next town drain,"" left the audience in stitches",lapsus linguae; mistake; slip of the pen; solecism; sus linguae,1
Sportive,adj,spohr tihv,frolicsome; playful,The lakeside vacation meant more sportive opportunities for the kids than the wine tour through France,frisky; merry,1
Spurious,adj,spur ee ous,not being what it purports to be; false or fake; (of a line of reasoning) apparently but not actually valid,The spurious eminence of the pop celebrity,bogus; conterfeit; fake; false; forged; inauthentic; phony; queer; sham; snide; unauthentic,1
Staid,adj,stayed,"sedate, respectable, and unadventurous",The staid and conservative culture of the scientific community has often been criticized for impeding progress in areas such as AI and biotechnology,sedate; respectable; quiet; serious; conventional; proper; formal; stiff,1
Stasis,noun,stay sihs,a state of static balance or equilibrium; stagnation,"The rusty, ivy-covered World War II tank had obviously been in statis for years",inertia; standstill,1
Statute,noun,sta chute,a law enacted by the legislative branch of a government,The state legislature passed the statute by an overwhelming margin,act; bill; constitution; enactment; law; ordinance,1
Stentorian,adj,stehn tohr ee yehn,(of a person's voice) loud and powerful,He introduced me to the staff with a stentorian announcement,clamorous; noisy,1
Stigma,noun,stihg mah,a mark of shame or discredit,"In the Scarlet Letter, Hester Prynne was required to wear the letter A on her clothes as a public stigma for her adultery.",blemish; blot; opprobrium; stain; taint,1
Stolid,adj,stah lihd,unemotional; lacking sensitivity,The prisoner appeared stolid and unaffected by the judge's harsh sentence,apathetic; impassive; indifferent; phlegmatic; stoic; unconcerned,1
Stratagem,noun,straa tuh juhm,trick designed to deceive an enemy,The Trojan Horse must be one of the most successful military stratagems used throughout history,artifice; feint; maneuver; ruse; wile,1
Subjugate,verb,suhb-juh-geyt,"to bring under control or to conquer, to make someone or something submissive or obedient by force or intimidation",The oppressive regime sought to subjugate the people through fear and violence,conquer; dominate; control; subdue; vanquish; overpower,1
Sublime,adj,suh bliem,"of such excellence, grandeur, or beauty as to inspire great admiration or awe","In the field of particle physics, the discovery of the Higgs boson was a sublime achievement, representing the culmination of decades of research and experimentation in the quest to understand the fundamental nature of matter and energy",august; exalted; glorious; grand; magnificent; majestic; noble; resplendent; superb,1
Substantive,adj,sub stan tive,"having a firm basis in reality and therefore important, meaningful, or considerable; having a separate and independent existence",There is no substantive evidence for the efficacy of these drugs,biggish; considerable; good; goodly; handsome; healthy; largish; major; respectable; significant; sizable; substantial; tidy,1
Subterfuge,noun,suhb-ter-fyooj,deceit used in order to achieve one's goal,And the same kind of subterfuge that causes employyes to open a virus-laden attachemtn could also lead them to unknowingly install programs that ship all their data to uncrupulous competitors,trickery; intrigue; deceit; deception; dishonesty; duplicity; guile; cunning; chicanery; fretense; fraud,1
Suburb,noun,su berb,an outlying part of a city or town; a smaller community adjacent to or within commuting distance of a city,"Hundreds of mourners gathered Wednesday night at a vigil outside the Star Ballroom Dance Studio on Monterey Park, a typically quiet Los Angeles suburb now home to one of the worst tragedies in the country's history",city; town; suburbia; municipality; metropolis; exurb; megalopolis; borough; burg,1
Sully ,verb,suh lee,to tarnish; taint,"With the help of a public relations firm, he was able to restore his sullied reputation",besmirch; defile; blemish,1
Superimpose,verb,su per im pose,to place or lay over or above something,A triangle superimposed on an inverted triangle forms a six-ponited star,place over; lay over; place above; lay above,1
Superlative,adj,su per la tive,of the highest quality or degree,A superlative piece of skill,excellent; magnificent; wonderful; marvelous; supreme; formidable,1
Superposition,noun,su per po si tion,the placement of one thing above or on top of another,"The principle used to determine whether one sedimentary rock is older than another is very simple, and is known as the law of superposition. Here is an example: A deposit of mud laid down this year in, say, the Gulf of Mexico will rest on top of a layer that was deposited last year.",blanket; bury; coat; dress; enclose; protect; shroud; cache; camouflage; canopy; cap,1
Supersede,verb,soo-per-seed,"taking the place of something or someone else, often as an improvement or replacement. It can also mean to set aside or nullify something, such as a law or decision",The new computer program is designed to supersede the outdated system currently in use,replace; displace; overtake; outmode; surpass; overrule; annul; void; repeal,1
Supplant,verb,suh plaant,to replace (another) by force; to take the place of,The overthrow of the government meant a new leader to supplant the tyrannical former one,displace; supersede,1
Surfeit,noun,suhr fit,excessive amount,"Because of the surfeit of pigs, pork prices have never been lower",glut; plethora; repletion; superfluity; surplus,1
Surly,adj,sur-lee,"bad-tempered, unfriendly, and rude. It is used to describe someone who is unapproachable, grumpy, or ill-tempered",The surly old man barked at everyone who walked past his house,brusque; gruff; hostile; sullen; unfriendly,1
Sybarite,noun,sih buh riet,a person devoted to pleasure and luxury,"A confirmed sybarite, the nobleman fainted at the thought of having to leave his palace and live in a small cottage",hedonist; sensualist,1
Sycophant,noun,sih kuh fuhnt,a self-serving flatterer; yes-man,"Dreading criticism, the actor surrounded himself with admirers and sycophants",bootlicker; fawner; lickspittle; toady,1
Syllogism,noun,seal a gism,"a deductive scheme of a formal argument consisting of a major and a minor premise and a conclusion (as in ""every virtue is laudable; kindness is a virtue; therefor kindness is laudable"")","An example of a syllogism is: ""All men are human; all humans are mortal; therefore all men are mortal.""",argument; deducation; dialectic; logic; reasoning,1
Symbiosis,noun,sihm bee oh sihs,cooperation; mutual helpfulness,"The rhino and the tick-eating bird live in symbiosis; the rhino gives the bird food in the form of ticks, and the bird rids the rhino of parasites",association; interdependence,1
Syncopation,noun,sihn cuh pay shun,temporary irregularity in musical rhythm,A jazz enthusiast will appreciate the use of syncopation in this musical genre,syncopation,1
Synthesis,noun,syn the sis,the composition or combination of parts or elements so as to form a whole,"Certain varieties of coconut water are fortified with vitamin C which has a slew of antioxidant properties and naturally stimulates collagen synthesis, which can help keep your skin firm and youthful-looking.",admixture; alloy; amalgamation; blend; combination; composite; fusion; mix; mixture,1
Tacit,adj,taa siht,done without using words,"Although not a word was said, everyone in the room knew that a tacit agreement had been made about what course of action to take",implicit; implied; undeclared; unsaid; unuttered,1
Taciturn,adj,taa sih tuhrn,silent; not talkative,The clerk's taciturn nature earned him the nickname Silent Bob,laconic; reticent,1
Talon,noun,taa luhn,"claw of an animal, especially a bird of prey",A vulture holds its prey in its talons while it dismembers it with its beak,claw; nail,1
Tangential,adj,taan jehn shuhl,digressing; diverting,"Your argument is interesting, but it's tangential to the matter at hand, so I suggest we get back to the point",digressive; extraneous; inconsequential; irrelevant; peripheral,1
Tantamount,adj,tan ta mount,equivalent in seriousness to; virtually the same as,The resignations were tantamount to an admission of guilt,equivalent to; as good as; much the same as; comparable to; par with; commensurate with,1
Tartuffery,noun,tar tuf fery,the character or behavior of a Tartuffe; Hypocrisy,"his chronicle of evasions, face-saving absurdities, and bureaucratic Tartufferies",affectation; bad faith; dishonesty; deceit; deception; dissembling; fraud; sanctimoniousness,1
Tawdry,adj,taw dree,"guady, cheap, or showy","The performer changed into her tawdry, spangled costume and stepped out onto the stage to do her show",flashy; loud; meretricious,1
Taxonomy,noun,tax on o my,"the branch of science concerned with classification, especially of organisms; systematics",The taxonomy of these fossils,classification; codification; glossary; locution; phraseology; terminology,1
Temerity,noun,tah mer idy,excessive confidence or boldness; audacity,No one had the temerity to question his conclusions,audacity; nerve; effrontery; impudence; impertinence; cheek; gall; presumption,1
